Id,Supplier,Recipient,No. ordered,No. ordered data uncertain,Designation,Description,Status,Status data uncertain,Year of order,Year of order data uncertain,Year(s) of deliveries,No. delivered,Year(s) of delivery or no. delivered data uncertain,Recipient Involvement,Comment
24021,United States,Saudi Arabia,12,Yes,MD-500E,Light helicopter,New,,2012,,2013 - 2013,12,Yes,,$41 m deal; MD-530F version; for National Guard
37770,United States,Saudi Arabia,9,Yes,King Air,Light transport ac,New,,2012,,2013 - 2013,6,Yes,,King Air-350 version
37777,United States,Saudi Arabia,1,,King Air,Light transport ac,Refurbished,Yes,2012,,2013 - 2013,1,,,Second-hand but probably modernized before delivery; King Air-350 version
17804,United States,Saudi Arabia,724,Yes,6V-53,Diesel engine,New,,2009,,2011 - 2013,410,Yes,,For 724 Piranha (LAV) APC from Canada; 6V-53T version
20441,United States,Saudi Arabia,2742,Yes,BGM-71 TOW,Anti-tank missile,New,,2010,Yes,2011 - 2013,2742,Yes,,$177 m deal; BGM-71E TOW-2A version; for National Guard
33594,United States,Saudi Arabia,3100,Yes,Paveway,Guided bomb,New,,2011,Yes,2013 - 2013,500,Yes,,Incl 1100 GBU-24 Paveway-3 and 2000 Dual Mode Paveway
14339,United States,Saudi Arabia,72,,ETS,Anti-tank AV turret,New,,2009,Yes,2011 - 2013,72,Yes,,ETS Mk-2 version; for 72 Piranha (LAV-AT) tank destroyers from Canada
12601,United States,Saudi Arabia,264,,LAV-25 turret,IFV turret,New,,2009,Yes,2011 - 2013,115,Yes,,For 264 Piranha (LAV-25) IFV from Canada
23786,United States,Seychelles,4,,TPE-331,Turboprop,New,,2012,Yes,2013 - 2013,2,,,For 2 Do-228 MP aircraft from India
22561,United States,Singapore,12,Yes,ScanEagle,UAV,New,,2011,Yes,2012 - 2013,12,Yes,,For modernized Victory corvettes
37629,United States,Singapore,300,Yes,C-9,Diesel engine,New,,2009,,2010 - 2013,255,Yes,,For AV-81 Terrex APC/IFV produced in Singapore
12613,United States,Singapore,24,Yes,F-124,Turbofan,New,,2010,,2012 - 2013,20,Yes,,For 12 M-346 trainer/combat aircraft from Italy
35949,United States,Singapore,200,,AIM-120C AMRAAM,BVRAAM,New,,2008,Yes,2013 - 2013,50,Yes,,
35782,United States,Singapore,150,Yes,JDAM,Guided bomb,New,,2010,Yes,2011 - 2013,150,Yes,,
37198,United States,Singapore,50,Yes,GMLRS,Guided rocket,New,,2011,,2012 - 2013,50,Yes,,For HIMARS MRL
38062,United States,Sweden,15,,S-70/UH-60L,Helicopter,New,,2011,,2011 - 2013,15,Yes,,$207 m deal; UH-60M version; Swedish designation Hkp-16A
17520,United States,Sweden,48,Yes,Cummins-6V,Diesel engine,New,,2012,,2013 - 2013,48,Yes,,For 48 BvS-10 APC produced in Sweden
3658,United States,Switzerland,420,Yes,B5.9,Diesel engine,New,,2009,,2010 - 2013,290,Yes,,For 420 Duro-3P (GMTF or RP-13) APC produced in Switzerland
1888,United States,Taiwan,12,,P-3CUP Orion,ASW aircraft,New,Yes,2008,Yes,2012 - 2013,4,Yes,,$664 m deal (offsets 70%); second-hand P-3C rebuilt to P-3CUP (possibly incl 8 in Taiwan); delivery 2012-2015
35850,United States,Taiwan,30,,AH-64D Apache,Combat helicopter,New,,2010,Yes,2012 - 2013,10,Yes,,$2 b deal; AH-64E version; delivery 2012-2014
24762,United States,Taiwan,9,Yes,T-700,Turboshaft,New,,2010,,2013 - 2013,3,Yes,,Spares for AH-64E combat helicopters
18170,United States,Taiwan,32,Yes,RGM-84L Harpoon-2,Anti-ship MI/SSM,New,,2008,Yes,2013 - 2013,10,Yes,,UGM-84L version; for Zwaardvis (Hai Lung) submarines; delivery 2013-2016
35944,United States,Taiwan,218,Yes,AIM-120C AMRAAM,BVRAAM,New,,2007,Yes,2013 - 2013,50,Yes,,
20912,United States,Taiwan,171,,FIM-92 Stinger,Portable SAM,New,,2009,,2012 - 2013,65,Yes,,$45 m deal; for AH-64D combat helicopters
35548,United States,Taiwan,264,,MIM-104F PAC-3,SAM,New,,2009,,2011 - 2013,221,Yes,,Part of $3.2 b deal; delivery probably 2011-2014
37788,United States,Taiwan,1,,AN/FPS-115 Pave Paws,Air search radar,New,,2005,,2013 - 2013,1,,,Part of $1.4 b 'SRP' programme
32313,United States,Taiwan,17,Yes,AN/APG-78 Longbow,Combat heli radar,New,,2010,Yes,2012 - 2013,6,Yes,,For AH-64E combat helicopters
38061,United States,Thailand,3,,S-70/UH-60L,Helicopter,New,,2012,,2013 - 2013,3,,,Possibly THB2.8 b ($90 m) deal; UH-60M version
5341,United States,Thailand,54,,M-198 155mm,Towed gun,SecondHand,,2012,,2013 - 2013,54,Yes,,Ex-US
27146,United States,Thailand,6,Yes,F404,Turbofan,New,,2010,,2013 - 2013,6,Yes,,For 6 JAS-39 combat aircraft from Sweden; RM-12 version from Swedish production line
16876,United States,Tunisia,2,,C-130J-30 Hercules,Transport aircraft,New,,2010,,2013 - 2013,1,,,Delivery 2013-2014
29198,United States,Turkey,17,,S-70B/SH-60B Seahawk,ASW helicopter,New,,2006,,2013 - 2013,5,Yes,,Part of $500 m deal (mainly financed with US loan; offsets 50%); delivery delayed from 2009-2010 to probably 2013-2015
21824,United States,Turkey,468,Yes,ISC-350,Diesel engine,New,,2009,,2010 - 2013,293,Yes,,For 468 Navigator (BMC-350) APC from Israel; designation uncertain (reported as 350hp Cummins diesel)
1004,United States,Turkey,6,Yes,LM-2500,Gas turbine,New,,2008,Yes,2011 - 2013,2,Yes,,For 6 Heybeliyada (MilGem) frigates produced in Turkey
7084,United States,Turkey,18,Yes,CT-7,Turboprop,New,,1998,,2012 - 2013,18,Yes,,For 6 CN-235D/K ASW and 3 CN-235 MP aircraft from Spain
35154,United States,Turkey,48,,AGM-84H SLAM-ER,ASM,New,,2006,,2012 - 2013,48,Yes,,For F-16 combat aircraft
23404,United States,Turkey,100,,Mk-54 MAKO,ASW torpedo,New,,2009,,2012 - 2013,75,Yes,,$105 m deal
35954,United States,Turkey,107,Yes,AIM-120C AMRAAM,BVRAAM,New,,2008,Yes,2013 - 2013,25,Yes,,Possibly $157 m deal; AIM-120C-7 version
33973,United States,Turkey,200,Yes,RIM-116A RAM,SAM,New,,2007,Yes,2011 - 2013,75,Yes,,For Heybeliada (MilGem) frigates
24214,United States,Turkey,400,Yes,RIM-162 ESSM,SAM,New,,2009,Yes,2011 - 2013,142,Yes,Yes,For Gaziantep (Perry) and MEKO-200 frigates; incl production of components in Turkey (as part of NATO Sea Sparrow Consortium)
30961,United States,Turkey,210,Yes,AN/APG-68,Combat ac radar,New,,2005,Yes,2010 - 2013,112,Yes,,Part of $1.1 b 'Peace Onyx-3' modernization of 210 Turkish F-16C combat aircraft; AN/APG-68(V)9 version
37264,United States,United Arab Emirates,9,Yes,Patriot PAC-3,SAM system,New,,2008,,2012 - 2013,6,Yes,,
37144,United States,United Arab Emirates,24,,AT-802U,Ground attack ac,New,,2010,,2010 - 2013,24,,,
38055,United States,United Arab Emirates,14,,S-70/UH-60L,Helicopter,New,,2009,,2012 - 2013,14,Yes,,$209 m deal; UH-60M armed version
34936,United States,United Arab Emirates,12,Yes,CH-47F Chinook,Helicopter,New,,2011,,2012 - 2013,3,Yes,,Delivery probably 2012-2015
19980,United States,United Arab Emirates,750,,M-ATV,APV,New,,2012,Yes,2013 - 2013,750,,,AED1.4 b ($380 m) deal
21165,United States,United Arab Emirates,390,Yes,AGM-114L HELLFIRE,Anti-tank missile,New,,2009,,2012 - 2013,390,Yes,,AGM-114N version
30175,United States,United Arab Emirates,500,Yes,AGM-65 Maverick,ASM,New,,2010,,2011 - 2013,500,Yes,,$170 m deal; AGM-65D and AGM-65G version
35947,United States,United Arab Emirates,224,,AIM-120C AMRAAM,BVRAAM,New,,2009,,2013 - 2013,50,Yes,,Part of $326 m deal; AIM-120C-7 version
33568,United States,United Arab Emirates,938,,Paveway,Guided bomb,New,,2008,Yes,2010 - 2013,938,Yes,,Incl 450 GBU-24 Paveway-3 and 488 GBU-12 Paveway-2
24209,United States,United Arab Emirates,237,Yes,RIM-162 ESSM,SAM,New,,2006,,2011 - 2013,75,Yes,,Possibly $245 m deal; for Baynunah corvettes
33977,United States,United Arab Emirates,200,Yes,RIM-116A RAM,SAM,New,,2007,,2011 - 2013,100,Yes,,For Baynunah corvettes; RIM-116B version
36082,United States,United Arab Emirates,216,Yes,MIM-104C PAC-2,SAM,New,,2008,,2012 - 2013,125,Yes,,Patriot GEM-T version
35547,United States,United Arab Emirates,292,Yes,MIM-104F PAC-3,SAM,New,,2008,Yes,2012 - 2013,292,Yes,,
26229,United States,United Arab Emirates,100,Yes,MGM-140B ATACMS,SSM,New,,2011,Yes,2013 - 2013,100,Yes,,ATACMS Block-1A version
36119,United States,United Arab Emirates,6,,DB-110,Aircraft recce system,New,,2011,,2013 - 2013,6,Yes,,$81 m deal
10326,United States,United Kingdom,138,Yes,F-35B JSF,FGA aircraft,New,,2006,Yes,2012 - 2013,3,Yes,Yes,"'FCJA' or 'JCA' programme; incl production of components in UK; up to 138 planned id which 3 ordered for testing, evaluation and training by end-2013"
37774,United States,United Kingdom,1,,King Air,Light transport ac,New,,2012,Yes,2013 - 2013,1,,,King Air-300C version; for training
19287,United States,United Kingdom,3,,RC-135 Rivet joint,SIGINT aircraft,New,Yes,2010,,2013 - 2013,1,,,GBP680 m ($1 b) 'Project Helix' or 'Airseeker' deal; ex-US KC-135R tanker aircraft rebuilt to RC-135W; delivery 2013-2017
22560,United States,United Kingdom,5,Yes,ScanEagle,UAV,New,,2013,,2013 - 2013,5,Yes,,GBP30 m ($46 m) 'MarUAS' deal; leased and operated by producer for UK navy
23915,United States,United Kingdom,400,Yes,AGM-114K HELLFIRE,Anti-tank missile,New,,2012,,2013 - 2013,400,Yes,,GBP29 m deal
23918,United States,United Kingdom,100,Yes,AGM-114K HELLFIRE,Anti-tank missile,New,,2013,,2013 - 2013,100,Yes,,GBP15 m deal
33566,United States,United Kingdom,2303,,Paveway,Guided bomb,New,,2003,,2008 - 2013,2303,Yes,Yes,GBP120 m ($190 m) 'PGB' programme; Paveway-4 version
33606,United States,United Kingdom,1000,Yes,Paveway,Guided bomb,New,,2012,,2013 - 2013,300,Yes,Yes,GBP60 m deal; Paveway-4 version; replacing Paveway used in Libya war 2011
36172,United States,Yemen,2,,Cessna-208 Caravan,Light transport ac,New,,2012,,2013 - 2013,2,,,Cessba-208N-ISR surveillance version or AC-208B armed version; aid
7119,United States,Yemen,2,Yes,CT-7,Turboprop,New,,2011,,2013 - 2013,2,,,For 1 CN-235 transport aircraft from Spain
1822,Unknown country,Bolivia,1,Yes,Jetstream,Light transport ac,SecondHand,Yes,2012,Yes,2013 - 2013,1,Yes,,Second-hand
17342,Unknown country,Colombia,1,,Commander-680FL,Light transport ac,SecondHand,,2013,,2013 - 2013,1,,,Second-hand; Commander-690B version
12074,Unknown country,Rwanda,5,Yes,Ratel-23,IFV,SecondHand,Yes,2012,Yes,2013 - 2013,5,Yes,,Probably second-hand Ratel from unknown supplier modernized with Ukrainian turret (but possibly second-hand Ratel-23 from Jordan)
36065,Unknown country,Syrian rebels,50,Yes,Red Arrow-8,Anti-tank missile,New,Yes,2013,Yes,2013 - 2013,50,Yes,,
34745,Unknown country,Uruguay,1,Yes,King Air Maritime,MP aircraft,SecondHand,Yes,2012,,2013 - 2013,1,Yes,,Probably second-hand King Air B-200T version; probably bought via Swiss company; possibly modified to MP aircraft before delivery; $1.5 m deal; delivery probably 2013
